phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,64765,68714,1,1,68735,0,2,0
2,68714,69428,2,2,69461,0,0,0
3,69428,69801,3,3,69801,0,0,0
4,69802,71876,4,4,69802,0,0,0
5,81048,85918,1,5,85185,0,1,0
6,85918,86632,2,6,86619,0,0,0
7,86632,86835,3,7,86835,0,0,0
8,86836,88706,4,8,88706,0,0,0
9,100367,105128,1,9,104604,0,3,0
10,105128,105876,2,10,105841,0,1,0
11,105876,106148,3,11,106181,0,0,0
12,106148,112166,4,12,112166,0,0,0
13,121689,126786,1,13,126493,0,1,0
14,126786,127670,2,14,127560,0,0,0
15,127670,128756,3,15,128756,0,0,0
16,128757,131070,4,16,131070,0,1,0
17,141542,147084,1,17,146646,0,1,0
18,147084,147696,2,18,147647,0,0,0
19,147696,148308,3,19,148347,0,0,0
20,148308,150552,4,20,151006,0,0,0
21,159292,163676,1,21,151006,0,1,0
22,163676,164423,2,22,164423,0,1,0
23,164424,164832,3,23,164797,0,0,0
24,164832,166668,4,24,166566,0,0,0
25,179212,183940,1,25,183983,0,2,0
26,183940,184620,2,26,184651,0,0,0
27,184620,184857,3,27,184857,0,0,0
28,184857,187241,4,28,187241,0,0,0
29,197731,202436,1,29,202402,0,2,0
30,202436,203387,2,30,203387,0,0,0
31,203388,204067,3,31,204067,0,0,0
32,204068,205836,4,32,205870,0,0,0
33,216884,221510,1,33,221254,0,1,0
34,221510,222258,2,34,222223,0,0,0
35,222258,222734,3,35,222767,0,0,0
36,222734,225056,4,36,225056,0,0,0
37,234935,239496,1,37,239471,0,2,0
38,239496,240312,2,38,240173,0,0,0
39,240312,240652,3,39,240685,0,0,0
40,240652,242488,4,40,242522,0,0,0
41,255588,259760,1,41,259859,0,3,0
42,259760,260542,2,42,260507,0,1,0
43,260542,260813,3,43,260813,0,0,0
44,260814,263670,4,44,263670,0,0,0
45,273673,279004,1,45,278678,0,2,0
46,279004,279956,2,46,279946,0,1,0
47,279956,281996,3,47,282029,0,0,0
48,281996,283210,4,48,283210,0,0,0