phase.ordinal,phase.onset,phase.offset,phase.1_2_3_4,reference.ordinal,reference.onset,reference.offset,reference.num_looks,reference.exclude
1,31816,36175,1,1,36175,0,1,0
2,36176,36855,2,2,36855,0,0,0
3,36856,39405,3,3,39405,0,0,0
4,39406,40154,4,4,40154,0,0,0
5,50911,56983,1,5,56983,0,1,0
6,56984,57765,2,6,56983,0,0,0
7,57766,61165,3,7,61165,0,0,0
8,61166,62696,4,8,62696,0,1,0
9,77323,82041,1,9,77792,0,1,0
10,82042,82823,2,10,82823,0,1,0
11,82824,85679,3,11,85679,0,0,0
12,85680,87550,4,12,87550,0,1,0
13,99114,104209,1,13,102442,0,1,0
14,104210,105263,2,14,105263,0,0,0
15,105264,108663,3,15,108663,0,0,0
16,108664,109820,4,16,109820,0,1,0
17,121818,126921,1,17,126921,0,1,0
18,126922,127635,2,18,127635,0,0,0
19,127636,131069,3,19,131069,0,0,0
20,131070,134436,4,20,134436,0,1,0
21,146369,151707,1,21,151707,0,1,0
22,151708,152625,2,22,152625,0,0,0
23,152626,157691,3,23,157691,0,1,0
24,157692,161160,4,24,161160,0,1,0
25,172161,177241,1,25,177241,0,2,0
26,177242,177887,2,26,177582,0,1,0
27,177888,183531,3,27,183531,0,1,0
28,183532,184382,4,28,184382,0,0,0
29,194581,201483,1,29,201483,0,1,0
30,201484,202299,2,30,202299,0,0,0
31,202300,205971,3,31,205971,0,0,0
32,205972,207400,4,32,207400,0,0,0
33,227394,233545,1,33,233545,0,1,0
34,233546,234259,2,34,234259,0,0,0
35,234260,237217,3,35,237217,0,0,0
36,237218,237966,4,36,237966,0,0,0
37,248648,257345,1,37,257345,0,1,0
38,257346,258365,2,38,258365,0,0,0
39,258366,259929,3,39,259929,0,0,0
40,259930,263277,4,40,261630,0,2,0
41,290089,295255,1,41,295255,0,0,0
42,295256,296071,2,42,296071,0,0,0
43,296072,297941,3,43,297941,0,0,0
44,297942,303484,4,44,303484,0,0,0
45,313280,319293,1,45,319293,0,0,0
46,319294,320143,2,46,320143,0,0,0
47,320144,323407,3,47,320688,0,1,0
48,323408,324700,4,48,324700,0,0,0